Topic,Words,Frequency,Timestamp,Name
164,"alsogaray, ministro, conteste, escu, economía",5,1986-01-01,164_economía_ministro_ministerio_italo
165,"guglielminetti, incidente, juez, auto, klein",10,1986-01-01,165_juicio_juez_doctor_actuación
169,"seguido, próximo, cuerpo, seguir, fondo",4,1986-01-01,169_próximo_listado_seguir_afi
171,"xvn, xiv, ntiago, xdor, xj3",10,1986-01-01,171_ficación_afi_xiv_xix
172,"referencia, sarquis, conté, coautor, ingaramo",15,1986-01-01,172_referencia_coautor_referencien_lengu...
173,"garay, previa, agregado, escuchar, ",6,1986-01-01,173_escuchar_garay_reitero_escúchenme
174,"traslado, xxv, trasladar, solicitud, condición",12,1986-01-01,174_traslado_montoto_solicitud_trasladar
175,"mociones, pedidos, informes, consulta, comisiem",20,1986-01-01,175_pedidos_mociones_informes_consulta
176,"pregunta, contestar, dispondrer, repreguntar, releer",9,1986-01-01,176_pregunta_preguntar_contestar_respond...
177,"radicalismo, radical, refierar, auténticamente, rogar",8,1986-01-01,177_radical_radicalismo_bancada_evolució...
178,"acepto, sugerencia, sugerir, formulo, preopinante",4,1986-01-01,178_sugerencia_sugerir_sugerido_acepto
180,"guardar, guelar, pectativa, plicado, obviamen",12,1986-01-01,180_inconveniente_excusación_contrario_e...
181,"respetar, , , , ",5,1986-01-01,181_petri_respetar_petmite_calma
182,"pregunta, guelar, relacionado, preguntar, ",6,1986-01-01,182_pregunta_realizar_preguntar_raro
185,"agregado, bservaciones, , , ",15,1986-01-01,185_agregado_genera_resulta_gennaro
186,"tema, , , , ",4,1986-01-01,186_pala_tema_hase_interesado
187,"consulta, pedi, sar, anotar, pa",7,1986-01-01,187_consulta_consultar_asesoramiento_ase...
188,"vino, hit, cerveza, común, desbloquear",17,1986-01-01,188_azúcar_vino_fructosa_remolacha
189,"taquigráfico, versión, ratifico, leámoslir, tendí",7,1986-01-01,189_versión_taquigráfico_taquigráfi_taqu...
-1,"1987, traslado, 1986, austral, ord",2317,1987-01-01,-1_él_provincia_caso_año
0,"traslado, argentino, armado, fuerza, militar",448,1987-01-01,0_argentino_argentina_país_gobierno
1,"presupuesto, austral, 1987, 1986, ciento",102,1987-01-01,1_presupuesto_gasto_ciento_millón
2,"gómez, delfino, bruno, alsogaray, jane",26,1987-01-01,2_pastoriza_landau_abdala_silvestre
3,"debate, discusión, agotado, prolongar, rogar",80,1987-01-01,3_debate_discusión_tema_debatir
4,"universidad, educación, 23151, superior, austral",35,1987-01-01,4_educación_universidad_docente_educativ...
5,"energía, gas, gasoducto, combustibles, srur",25,1987-01-01,5_energía_gas_combustible_combustibles
6,"obediencia, legislación, manrique, militar, debido",24,1987-01-01,6_penal_código_pena_delito
7,"pág, nacîon, 6372, 3975, dlljutados",20,1987-01-01,7_afi_127_129_131
8,"impuesto, normalización, impositivo, dividendo, bolsa",33,1987-01-01,8_impuesto_ganancia_tributario_fiscal
9,"159, 136, 141, señores, fundar",3,1987-01-01,9_registrar_afi_él_136
10,"tratar, él, plantear, referir, déjese",24,1987-01-01,10_haber_él_sr_referir
11,"colectivo, negociación, trabajo, trabajador, convenio",107,1987-01-01,11_trabajo_trabajador_empleador_laboral
12,"anssal, salud, seguro, social, agente",60,1987-01-01,12_salud_discapacidad_paciente_pública
13,"quebranto, indicador, 31000, millón, negri",3,1987-01-01,13_precio_dólares_italo_millón
14,"president, presidencia, señot, cia, 181",5,1987-01-01,14_presiden_president_bue_sugerir
15,"doctor, favaloro, alsogaray, cirujano, social",20,1987-01-01,15_doctor_caride_hoz_ocupar
16,"orieta, ibrar, bario, mtado, rmativo",15,1987-01-01,16_resulta_pala_afi_sin
17,"transportes, ríquez, héctor, félix, ferrocarril",60,1987-01-01,17_ferroviario_ruta_ferrocarril_transpor...
18,"previsión, 372, 79, seguridad, social",16,1987-01-01,18_pensión_previsional_jubilado_jubilaci...
19,"alsogaray, jurar, requerido, aproximar, estrado",25,1987-01-01,19_jurar_jura_someter_sr
20,"manifestación, manifestaciones, diputado1, rugir, núestro",17,1987-01-01,20_manifestaciones_manifestación_barra_l...
21,"4531, 656, 157, 143, peticiones",4,1987-01-01,21_diputados_5282_pala_pág
22,"armado, 365, répública, supremo, fuerza",4,1987-01-01,22_militar_fuerza_defensa_soldati
23,"militar, defensa, armado, político, fuerza",40,1987-01-01,23_político_democracia_partido_debate
24,"legislador, zubiri, firmar, camisar, legislatura",22,1987-01-01,24_legislador_congreso_legislativo_parla...
25,"sr, kuedir, interrupj, silva, pugiiese",17,1987-01-01,25_sr_pala_concedo_álvaro
26,"vicepresidente, duhalde, candidatura, vicepresidencia, renovador",32,1987-01-01,26_vicepresidente_vicepresidencia_ocupar...
27,"dra, nom, juzg, dem, ord",91,1987-01-01,27_educación_escuela_monumento_aconsejar
28,"86, crotoxiua, efacto, reqtiierar, extraodinaria",9,1987-01-01,28_2007_2010_2006_07
29,"1987, feria, 86, alfabetizadoro, 23114",14,1987-01-01,29_1984_1985_diputados_véanse
30,"recaído, cunicultura, 87, agropecuario, 86",10,1987-01-01,30_agropecuario_ganadería_productor_agri...
31,"deuda, lending, externo, renegociación, cifra",14,1987-01-01,31_deudor_deuda_hipotecario_crédito
32,"clerici, adaime, pampuro, cappelleri, junte",4,1987-01-01,32_evangelios_santos_dios_jurar
33,"divertimiento, álgunos, habere, vejamen, reajustada",11,1987-01-01,33_justicialista_juez_justicia_bancada
34,"matrimonio, cónyuge, esposo, impedimento, separación",9,1987-01-01,34_matrimonio_divorcio_cónyuge_hijo
35,"televisión, radio, emisora, canal, cultura",9,1987-01-01,35_teatral_radio_televisión_audiovisual
36,"memoria, rendido, oxenford, pronunciado, rendir",21,1987-01-01,36_memoria_rendido_homenajes_rendir
37,"nuclear, ionizante, armamento, cnea, desarme",7,1987-01-01,37_nuclear_energía_energético_gas
38,"cívica, radical, unión, blanco, sanciojeír",18,1987-01-01,38_cívica_radical_unión_nombre
39,"votar, votat, cerrado, 858, libro",9,1987-01-01,39_votar_voté_votado_vota
40,"resulla, founa, palabia, rción, hacc",18,1987-01-01,40_leito_aparicio_alderete_leavy
41,"aeronave, aviación, vuelo, aeropuerto, explotador",8,1987-01-01,41_aéreo_aerolíneas_argentinas_aeronave
42,"molesto, íle, disculpado, lamento, nacíon",6,1987-01-01,42_disculpe_disculpa_perdón_discúlpeme
43,"ministro, interior, quinterno, contesta, comprometiéndono",11,1987-01-01,43_ministros_gabinete_jefe_ministro
44,"micolega, brillantísimo, nje, vario, respeto",5,1987-01-01,44_respeto_respetar_respetuoso_señores
45,"taquígrafo, escuchar, oer, inquilino, tello",10,1987-01-01,45_escuchar_oradora_escuchaber_escuchen
46,"momento, horas, facilitad, 150, logré",18,1987-01-01,46_momento_plazo_quórum_oportuno
47,"xiii, xii, xvi, traslado, 2q",19,1987-01-01,47_agost_carreño_2º_xii
50,"foimulo, 1987, extraordinario, 1694, comisione",2,1987-01-01,50_decreto_648_alidez_derogar
52,"ley1, 2083, aviso, definitivamente, ",3,1987-01-01,52_ley_aviso_roja_definitivamente
54,"taquígrafo, tumulto, magnificar, grabar, superposición",1,1987-01-01,54_micrófono_audio_sonido_receptor
55,"redacción, 8695, citacion, sesion, original",10,1987-01-01,55_redacción_autor_copia_citación
56,"concluyoir, termino, bisciotti, breve, verter",6,1987-01-01,56_continúir_finalizar_proseguir_continú...
57,"viedma, cupo, patagónico, asentamiento, patagones",10,1987-01-01,57_provincia_provincial_jurisdicción_int...
58,"buffer, bizantino, amortiguador, predecir, bruno",3,1987-01-01,58_registrado_sarghini_carrió_grosso
59,"cedrola, lorenzo, director, taquígrafos, taquígrafo",17,1987-01-01,59_taquígrafos_director_cuerpo_monasteri...
60,"jaroslavsky, mañana, bisciotti, obviacer, 175",43,1987-01-01,60_jaroslavsky_sr_manzano_proposición
61,"renuncia, presentado, macaya, nota, rfirmativo",28,1987-01-01,61_renuncia_presentado_peticiones_renunc...
62,"risas, confosar, estupefacción, explíqueme, salgo",7,1987-01-01,62_risas_humor_risa_reír
63,"convergencia, pedagógico, sindical, democrático, conflicto",4,1987-01-01,63_educación_educativo_universidad_docen...
64,"serralta, altamente, trascendente, contratación, vecino",3,1987-01-01,64_provincia_provincias_jura_requerírsel...
65,"licencias, prescindir, enunciación, pase, resuelto",17,1987-01-01,65_boletín_prescindir_enunciación_resuel...
66,"acordar, , , , ",1,1987-01-01,66_yasky_espert_acordar_allende
68,"043, inundación, noroeste, implementación, afectado",9,1987-01-01,68_desastre_zona_emergencia_agropecuario
69,"ii, íi, ui, uiio, li",3,1987-01-01,69_de_la_que_el
70,"fumador, comida, barbeito, tabaco, pepe",3,1987-01-01,70_tabaco_cigarrillo_tabacalero_fumar
72,"6p, 9p, 8p, , ",4,1987-01-01,72_6º_7º_1º_8º
73,"casa, suficiente, reunierar, bisciotti, fracasado",7,1987-01-01,73_casas_bue_considera_figueroa
74,"turismo, turístico, bello, bárbara, pedro",5,1987-01-01,74_turismo_turístico_viaje_actividad
75,"conferencia, abierto, unidad, mantener, debate",1,1987-01-01,75_inte_ocaña_conferencia_abierto
77,"concedar, , , , ",2,1987-01-01,77_giacomo_stolbizer_nalizar_pala
78,"reconsideración, estudiir, conservar, formulo, devolver",5,1987-01-01,78_reconsideración_reconsiderar_formulo_...
81,"1112, omisión, subrogatoria, mecanográfico, concordantemente",3,1987-01-01,81_civil_código_sustitución_padre
82,"minutos, izamiento, treinta, pase, inconveniente",3,1987-01-01,82_treinta_veinte_segundo_quince
83,"gri1, 2524, 2266, septuagésimo, 2518",3,1987-01-01,83_vea_pág_otación_él
87,"churoia, cuertm, directoi, jigr, ifo",2,1987-01-01,87_chubut_pala_sidencia_monti
88,"ríver, limitado, sociedad, asociativo, colectivo",1,1987-01-01,88_deportivo_antidopaje_deporte_fútbol
89,"recordar, mando, breve, estipulado, recorder",7,1987-01-01,89_recordar_italo_nalizado_olvidar
90,"mayoritaria, bancada, minoritario, modificar, cambio",4,1987-01-01,90_cambio_juntos_cambiar_interbloque
91,"motivo, adoptado, concedo, vanoli, nuevamente",12,1987-01-01,91_tema_motivo_razón_lógica
92,"puestos, presencia, abierto, electoral, alfredo",17,1987-01-01,92_abierto_presencia_puestos_electoral
93,"mano, provocador, mutilado, provocado, stolkiner",3,1987-01-01,93_alzado_mano_levantar_afi
95,"contratación, mundial, banco, sensitivo, pistrelli",2,1987-01-01,95_banco_central_directorio_negociación
96,"tina, , , , ",1,1987-01-01,96_pala_lena_austin_tina
97,"dieta, goce, homenaj, mociones, pedidos",14,1987-01-01,97_dieta_goce_homenajes_descuento
98,"dil, putado, , , ",1,1987-01-01,98_vuelta_garrido_giro_carasso
99,"electoral, 1987, saludar, atentamente, leoni",15,1987-01-01,99_electoral_alianza_dni_candidato
100,"punto, ramos, , , ",6,1987-01-01,100_osuna_llancafilo_vásquez_punto
101,"doza, men, , , ",1,1987-01-01,101_negativa_cero_negativos_nulo
102,"solicitud, accedí, desisto, malograr, resu",8,1987-01-01,102_solicitud_peticiones_solicité_solici...
103,"apreciación, agradecer, solicité, predisposición, estár",7,1987-01-01,103_agradecer_apreciación_agradecimiento...
104,"mañana, proseguirir, obro, formulo, vairetti",9,1987-01-01,104_mañana_ayer_acordar_desplacer
105,"ciencia, tecnología, área, científico, esfuerzo",8,1987-01-01,105_ciencia_tecnología_innovación_tecnol...
106,"4304, fgualmcnte, 4181, enveír, puntualizar",1,1987-01-01,106_alimentario_alimento_programa_alimen...
107,"firma, incluir, , , ",2,1987-01-01,107_italo_compañía_empresa_firma
109,"ánimo, quórum, consumado, autor, justicia",6,1987-01-01,109_corte_juez_patti_judicial
110,"jaro, cuerpo, lavsky, asimilabl, stolkiner",4,1987-01-01,110_cuerpo_renumeración_corpacci_faculta...
114,"navio, astiz, satisfacer, tormes, ascenso",5,1987-01-01,114_pesca_pesquero_mar_buque
116,"resolución2, integracion, permanente, , ",1,1987-01-01,116_resolución_disidencias_aciones_obser...
117,"suficientemente, apoyado, proclamar, apoyar, ",2,1987-01-01,117_suficientemente_apoyado_apoyar_consi...
119,"comenzar, apurado, iniciar, mulqui, primero",9,1987-01-01,119_comenzar_individual_comienzo_empezar
122,"pactaren, 5q, 3el, tercer, figurir",4,1987-01-01,122_3º_5º_polini_1º
123,"panamericano, zoonosis, experimento, vacuna, wistar",3,1987-01-01,123_vacuna_vacunación_covid_salud
124,"leer, alfabetizacion, declaración4, difusion, leído",5,1987-01-01,124_leído_leer_afi_leeré
126,"versión, taquigráfico, dejir, asuman, periodista",2,1987-01-01,126_periodista_periodístico_prensa_perio...
128,"volver, resolver, iniciativa, , ",2,1987-01-01,128_volver_nuevamente_otorgué_afi
129,"pronunciado, torturador, atentado, piezn, rennis",4,1987-01-01,129_terrorismo_terrorista_humanos_derech...
130,"locación, alquiler, índice, cálculo, porcentual",10,1987-01-01,130_vivienda_alquiler_vendedor_locación
131,"jueves, miércoles, viernes, uando, facultado",6,1987-01-01,131_miércoles_jueves_semana_viernes
132,"nombre, dispongo, monserrat, natale, anunciar",6,1987-01-01,132_nombre_apellido_pila_corrección
133,"negociacion, permanencia, fomento, colectivo, convenio",1,1987-01-01,133_negociación_negociador_negociar_nego...
137,"resu, ta, , , ",7,1987-01-01,137_sírvar_resu_rizzotti_ta
138,"debate, razón, , , ",5,1987-01-01,138_lombardi_vidal_debate_vivero
140,"localidad, departamento, telefónico, instalación, cabina",11,1987-01-01,140_localidad_telefónico_comunicaciones_...
141,"interrumpir, nos, interrup, ción, interrumpirmar",10,1987-01-01,141_interrumpir_interrup_dencia_presi
144,"suficientemente, apoyar, , , ",4,1987-01-01,144_martiarena_suficientemente_hagman_ap...
145,"salud, obra, social, seguro, sindicato",6,1987-01-01,145_salud_medicina_médico_medicamento
146,"riutort, flores, bloquista, adhiero, sancassani",4,1987-01-01,146_flores_plantee_riutort_planteo
147,"tratarnento, conocimiento, informacion, impreso, auyero",6,1987-01-01,147_conocimiento_información_tomar_conoc...
148,"caso, ingie, autorizado, sado, modificar",12,1987-01-01,148_caso_suponer_demandar_separado
149,"referir, él, , , ",5,1987-01-01,149_referir_él_refer_déjeme
151,"autenticacer, archivar, formular, corrección, diarios",6,1987-01-01,151_autenticacer_archivar_formular_diari...
152,"oportunidad, formulasir, ratifico, reflejado, corzo",12,1987-01-01,152_oportunidad_solicité_ocasión_aprovec...
153,"abocado, interpelación, hallar, contemplado, ocasión",2,1987-01-01,153_constitución_jura_requerírsele_esqui...
154,"bisciotti, apoyar, jueves, adelantar, apoyo",4,1987-01-01,154_apoyo_apoyar_apoyamos_adelantar
155,"falla, electrónicamente, llave, rugir, posiblemente",4,1987-01-01,155_sistema_electrónicamente_funcionar_l...
156,"apartir, iniciativa, invitado, participante, brevedad",5,1987-01-01,156_iniciativa_ambos_resulta_brevedad
159,"reconsideración, , , , ",2,1987-01-01,159_reconsideración_reconsideracion_reco...
162,"pronuncie, modilicación, resu, ta, recibido",3,1987-01-01,162_pronunciamiento_pronuncie_acento_éli...
163,"estaño, pirquitas, arancelaria, importación, 655",3,1987-01-01,163_exportación_importación_mercadería_c...
165,"juez, denuncia, juicio, doctor, divorcio",6,1987-01-01,165_juicio_juez_doctor_actuación
169,"ordinario, próximo, seguir, tema, ",3,1987-01-01,169_próximo_listado_seguir_afi
171,"xiv, xvm, xix, , ",4,1987-01-01,171_ficación_afi_xiv_xix
172,"referencia, erta, níi, lavsky, jaros",7,1987-01-01,172_referencia_coautor_referencien_lengu...
173,"garay, resiüta, finalice, continúe, antelación",8,1987-01-01,173_escuchar_garay_reitero_escúchenme
174,"traslado, vrn, direccion, xxiv, vialidad",19,1987-01-01,174_traslado_montoto_solicitud_trasladar
175,"mociones, pedidos, informes, consulta, elijar",8,1987-01-01,175_pedidos_mociones_informes_consulta
176,"responder, stolkiner, pregunta, tema, ",3,1987-01-01,176_pregunta_preguntar_contestar_respond...
177,"radical, sublevarir, agravien, mantuve, manrique",7,1987-01-01,177_radical_radicalismo_bancada_evolució...
180,"insumido, tata, interrelacionado, inconveniente, deseoso",6,1987-01-01,180_inconveniente_excusación_contrario_e...
181,"respetar, márquez, toma, , ",3,1987-01-01,181_petri_respetar_petmite_calma
182,"preguntar, , , , ",1,1987-01-01,182_pregunta_realizar_preguntar_raro
184,"público, , , , ",1,1987-01-01,184_audiencia_guardar_público_requerírse...
185,"agregado, , , , ",9,1987-01-01,185_agregado_genera_resulta_gennaro
186,"tema, , , , ",2,1987-01-01,186_pala_tema_hase_interesado
187,"consulta, inclusion, extraordinarias, razonabilidad, asesoramiento",5,1987-01-01,187_consulta_consultar_asesoramiento_ase...
188,"azúcar, caña, 23292, fructosa, cupificación",3,1987-01-01,188_azúcar_vino_fructosa_remolacha
189,"versión, taquigráfico, taquígrafo, distribuir, incidente",6,1987-01-01,189_versión_taquigráfico_taquigráfi_taqu...
-1,"1988, industrial, promoción, diputados, provincia",3316,1988-01-01,-1_él_provincia_caso_año
0,"argentino, sarmiento, hombre, 1988, país",660,1988-01-01,0_argentino_argentina_país_gobierno
1,"presupuesto, 1988, austral, déficit, inflación",114,1988-01-01,1_presupuesto_gasto_ciento_millón
2,"avila, rodrigo, gómez, nuin, balanda",32,1988-01-01,2_pastoriza_landau_abdala_silvestre
3,"debate, discusión, córtese, manzano, tema",115,1988-01-01,3_debate_discusión_tema_debatir
4,"veintidós, noveciento, secretar, docente, ciat",81,1988-01-01,4_educación_universidad_docente_educativ...
5,"carbón, 88, turbio, energía, termoeléctrico",50,1988-01-01,5_energía_gas_combustible_combustibles
6,"penal, código, pena, condicional, prisión",59,1988-01-01,6_penal_código_pena_delito
7,"4121, 206, dlpüíadós, éeunión, cribe",24,1988-01-01,7_afi_127_129_131
8,"impuesto, dirección, impositiva, beneficio, alícuota",42,1988-01-01,8_impuesto_ganancia_tributario_fiscal
9,"6691, cursado, 6739, 185d, pág",2,1988-01-01,9_registrar_afi_él_136
10,"él, enuncíelo, durañona, tratar, vedia",28,1988-01-01,10_haber_él_sr_referir
11,"asociado, trabajo, cooperativa, 88, trabajador",33,1988-01-01,11_trabajo_trabajador_empleador_laboral
12,"dental, salud, seguro, anssal, prótesis",34,1988-01-01,12_salud_discapacidad_paciente_pública
13,"5409, implantación, numeración, propon, boleto",2,1988-01-01,13_precio_dólares_italo_millón
14,"president, mañana, cedrola, presidenciap, usticiulismo",12,1988-01-01,14_presiden_president_bue_sugerir
15,"doctor, personalidad, sídente, relevarer, 6276",11,1988-01-01,15_doctor_caride_hoz_ocupar
16,"resu, iiliinicnlo, afirmr, izuela, asentifri",16,1988-01-01,16_resulta_pala_afi_sin
17,"latinoamericano, encuentro, energía, petróleo, transportes",22,1988-01-01,17_ferroviario_ruta_ferrocarril_transpor...
18,"pensión, graciabl, viuda, jubilación, libreta",88,1988-01-01,18_pensión_previsional_jubilado_jubilaci...
19,"alsogaray, prfagosto, musitani, raquigraio, qej",16,1988-01-01,19_jurar_jura_someter_sr
20,"manifestación, protesta, manifestaciones, diplomático, prestadp",21,1988-01-01,20_manifestaciones_manifestación_barra_l...
21,"diputados, 3994, 32i, 6478, camaf",59,1988-01-01,21_diputados_5282_pala_pág
22,"aeroparque, fuerza, ministro, defensa, armado",76,1988-01-01,22_militar_fuerza_defensa_soldati
23,"telegrama, catamarqucño, radical, político, democrático",30,1988-01-01,23_político_democracia_partido_debate
24,"legislador, discriminatorio, legislativo, senador, racial",32,1988-01-01,24_legislador_congreso_legislativo_parla...
25,"sr, sugerido, roslasvsfcy, levantarar, concepo",25,1988-01-01,25_sr_pala_concedo_álvaro
26,"duhalde, vicepresidente, candidatura, vicepresidencia, demócrata",17,1988-01-01,26_vicepresidente_vicepresidencia_ocupar...
27,"1988, municipalidad, monumento, metro, calle",33,1988-01-01,27_educación_escuela_monumento_aconsejar
28,"88, 87, inclusión, socchi, 847",30,1988-01-01,28_2007_2010_2006_07
29,"1988, véanse, diputados, 3941, sic",65,1988-01-01,29_1984_1985_diputados_véanse
30,"universidad, nordeste, universitario, rural, provincia",11,1988-01-01,30_agropecuario_ganadería_productor_agri...
31,"actualizacion, lending, deudas, riego, disposidel",11,1988-01-01,31_deudor_deuda_hipotecario_crédito
32,"dalmiro, angelelli, clerici, virgen, monseñor",6,1988-01-01,32_evangelios_santos_dios_jurar
33,"justicialista, manzano, clérici, bancada, donación",30,1988-01-01,33_justicialista_juez_justicia_bancada
34,"familia, tribunal, minoridad, juzgado, qun",4,1988-01-01,34_matrimonio_divorcio_cónyuge_hijo
35,"nuclear, canal, hiroshima, viento, soplar",13,1988-01-01,35_teatral_radio_televisión_audiovisual
36,"memoria, rendido, vertido, mamerto, esquiú",24,1988-01-01,36_memoria_rendido_homenajes_rendir
37,"radiación, nuclear, material, ionizante, uranio",10,1988-01-01,37_nuclear_energía_energético_gas
38,"cívica, radical, unión, bancada, nombre",43,1988-01-01,38_cívica_radical_unión_nombre
39,"teñe, votar, votai, vote, requeririr",5,1988-01-01,39_votar_voté_votado_vota
40,"aramouni, eniitar, vsdcido, jsntre, ríós",27,1988-01-01,40_leito_aparicio_alderete_leavy
41,"varsovia, protocolo, contratante, aéreo, contratantes",17,1988-01-01,41_aéreo_aerolíneas_argentinas_aeronave
42,"erróneamente, discúlpeme, disculpa, utilizar, razón",2,1988-01-01,42_disculpe_disculpa_perdón_discúlpeme
43,"ministro, pregunta, responder, culto, exteriores",22,1988-01-01,43_ministros_gabinete_jefe_ministro
44,"respeto, durafiona, bandejo, escucharer, respetar",9,1988-01-01,44_respeto_respetar_respetuoso_señores
45,"escuchar, quitaré, preocúpesir, descuente, inasistencia",11,1988-01-01,45_escuchar_oradora_escuchaber_escuchen
46,"momento, dui, cambareri, turno, esperarer",14,1988-01-01,46_momento_plazo_quórum_oportuno
47,"xiii, xvi, xii, xvii, xviii",24,1988-01-01,47_agost_carreño_2º_xii
49,"fecundación, esterilidad, asistido, fecundacion, 4612",3,1988-01-01,49_aborto_mujer_embarazo_salud
50,"decreto, 762, 64, extraordinario, órden",7,1988-01-01,50_decreto_648_alidez_derogar
51,"pronunciado, celebración, confusa, inverso, manrique",3,1988-01-01,51_mujer_violencia_01_género
52,"ley1, afuíriátivo, aplicaciónr1, denunciaiir, expidir",3,1988-01-01,52_ley_aviso_roja_definitivamente
53,"horavie, nerviosidad, secretario, secretaria, aclarar",7,1988-01-01,53_secretario_jefe_gabinete_secretaria
54,"sonido, apremiado, decair, nivel, digón",4,1988-01-01,54_micrófono_audio_sonido_receptor
55,"autor, conformidad, copia, coautor, apoyaiir",18,1988-01-01,55_redacción_autor_copia_citación
56,"aermativo, proseguir, stión, cue, continua",9,1988-01-01,56_continúir_finalizar_proseguir_continú...
57,"provincia, provincial, coparticipación, riqueza, solidaridad",27,1988-01-01,57_provincia_provincial_jurisdicción_int...
58,"sarmientino, storani, registro, año, ",3,1988-01-01,58_registrado_sarghini_carrió_grosso
59,"cedrola, lorenzo, taquígrafos, director, fracasado",31,1988-01-01,59_taquígrafos_director_cuerpo_monasteri...
60,"jaroslavsky, manzano, taquigráfico, comedia, retirar",45,1988-01-01,60_jaroslavsky_sr_manzano_proposición
61,"renuncia, presentado, peticiones, elevar, integrante",26,1988-01-01,61_renuncia_presentado_peticiones_renunc...
62,"risas, impedirar, ajusto, autocracia, advertido",6,1988-01-01,62_risas_humor_risa_reír
63,"docente, estudiantil, conflicto, radicalismo, educación",6,1988-01-01,63_educación_educativo_universidad_docen...
64,"fundación, región, 426, refeír, tomasella",6,1988-01-01,64_provincia_provincias_jura_requerírsel...
65,"206, rectificación, interpretación, manzano, corrección",24,1988-01-01,65_boletín_prescindir_enunciación_resuel...
66,"pellin, mencionado, , , ",1,1988-01-01,66_yasky_espert_acordar_allende
67,"rugir, , , , ",1,1988-01-01,67_massot_mayoraz_rugir_vallone
68,"organismo, potable, snap, agua, saneamiento",8,1988-01-01,68_desastre_zona_emergencia_agropecuario
69,"cleofurtd, ikui, nnü, prescrite, 5492",1,1988-01-01,69_de_la_que_el
70,"cigarrillo, tabaco, 88, fumar, 87",43,1988-01-01,70_tabaco_cigarrillo_tabacalero_fumar
72,"6obre, morlón, 11a, izamiento, mandar",2,1988-01-01,72_6º_7º_1º_8º
73,"casa, ckorola, racasado, 1ü, reunierir",6,1988-01-01,73_casas_bue_considera_figueroa
74,"turismo, estatutos, miembros, asamblea, organización",5,1988-01-01,74_turismo_turístico_viaje_actividad
75,"conferencia, abierto, unidad, mantener, debate",12,1988-01-01,75_inte_ocaña_conferencia_abierto
76,"fundar, urgencia, entrar, compartir, cuerpo",1,1988-01-01,76_compartir_pala_natalia_morán
77,"concedar, , , , ",1,1988-01-01,77_giacomo_stolbizer_nalizar_pala
78,"reconsideración, reconsiderar, córtese, formulo, corporizar",7,1988-01-01,78_reconsideración_reconsiderar_formulo_...
80,"forestal, forestación, reforestación, representación, director",10,1988-01-01,80_bosque_nativo_ambiental_forestal
81,"alberti, 87, autoría, 839, 639",3,1988-01-01,81_civil_código_sustitución_padre
82,"treinta, segundo, quince, cincuenta, expirado",12,1988-01-01,82_treinta_veinte_segundo_quince
83,"vea, véasj, póg, lieneias, solid",6,1988-01-01,83_vea_pág_otación_él
84,"quilico, , , , ",1,1988-01-01,84_yacobitti_verasay_pala_gollán
87,"chubut, , , , ",5,1988-01-01,87_chubut_pala_sidencia_monti
88,"básquetbol, deportes, subsecretaría, campeonato, basquetbol",3,1988-01-01,88_deportivo_antidopaje_deporte_fútbol
89,"aplazamiento, atener, ganar, recordar, él",1,1988-01-01,89_recordar_italo_nalizado_olvidar
90,"transición, quebrantar, estaríar, fácil, estructura",1,1988-01-01,90_cambio_juntos_cambiar_interbloque
91,"deberfa, motivo, planteamiento, preferente, correctamente",8,1988-01-01,91_tema_motivo_razón_lógica
92,"puestos, abierto, presencia, electoral, alberto",19,1988-01-01,92_abierto_presencia_puestos_electoral
95,"ia88, ptiemb, contradice, permítanmir, anun",2,1988-01-01,95_banco_central_directorio_negociación
97,"dieta, goce, homenajes, 1205, camaf",13,1988-01-01,97_dieta_goce_homenajes_descuento
98,"vuelta, negaitva, rogar, , ",12,1988-01-01,98_vuelta_garrido_giro_carasso
99,"sonego, dipuoctubre, pugliesei, simones, extraorehnaiii",3,1988-01-01,99_electoral_alianza_dni_candidato
100,"alsogarayl, punto, , , ",3,1988-01-01,100_osuna_llancafilo_vásquez_punto
102,"solicitud, sosolicitar, acceder, convocación, desisto",13,1988-01-01,102_solicitud_peticiones_solicité_solici...
103,"agradecer, deferencia, físicamente, muttis, brindado",4,1988-01-01,103_agradecer_apreciación_agradecimiento...
104,"mañana, ayer, reconsiderar, firmé, figurar",11,1988-01-01,104_mañana_ayer_acordar_desplacer
107,"asentimien, born, bunge, menéndez, pertenecer",2,1988-01-01,107_italo_compañía_empresa_firma
109,"quómair, rum, aignasse, vargas, cercenamiento",1,1988-01-01,109_corte_juez_patti_judicial
112,"resulta, , , , ",1,1988-01-01,112_resulta_gorleri_morales_gorila
113,"5723, 988, octubre, diputados, ",1,1988-01-01,113_2002_diputados_2001_noviembre
114,"mercante, marina, vialidad, pjresidente, 6397",1,1988-01-01,114_pesca_pesquero_mar_buque
115,"extensivo, idéntico, ministros, régimen, ",1,1988-01-01,115_ministros_gabinete_jefe_sota
116,"recaidos, proposicion, resolucion, declaracion, disidencias",8,1988-01-01,116_resolución_disidencias_aciones_obser...
117,"suficientemente, apoyado, apoyar, proclamar, inconveniente",4,1988-01-01,117_suficientemente_apoyado_apoyar_consi...
119,"palabral, empezar, zanjar, avalos, abusar",6,1988-01-01,119_comenzar_individual_comienzo_empezar
120,"the, convention, only, apply, will",1,1988-01-01,120_the_israel_palestino_convention
122,"5p, período, , , ",2,1988-01-01,122_3º_5º_polini_1º
